5=0.39196197061365595,6=0.15773552290406204,7=0.09709017574186098,12=0.06741573033707857,1=0.03831748775568995,9=0.03716508210890229,0=0.037021031403053836,11=0.032843560933448535,10=0.03010659752232782,2=0.029674445404782448,8=0.027081532699510188,4=0.02679343128781327,3=0.026793431287813266,
4=0.24740708729472763,1=0.16637856525496975,8=0.09226447709593767,0=0.07757130509939492,9=0.06201382886776139,3=0.06114952463267064,11=0.04883318928262742,7=0.04645635263612785,12=0.04343128781331023,5=0.03867761452031111,6=0.03867761452031111,10=0.03867761452031111,2=0.03846153846153842,
0=0.12870275791624108,9=0.11644535240040861,1=0.10759278175008515,7=0.08035410282601288,11=0.07694926796050386,12=0.06469186244467139,3=0.061287027579162365,8=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
0=0.1375553285665646,9=0.11338100102145048,1=0.09295199182839627,11=0.08682328907048002,7=0.07728975144705476,12=0.06775621382362951,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.14402451481103173,9=0.11372148450800136,1=0.08614232209737822,11=0.0837589376915219,7=0.07933265236636017,12=0.0670752468505277,3=0.061287027579162365,4=0.061287027579162365,8=0.060946544092611465,2=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,10=0.06060606060606056,
0=0.1321075927817501,9=0.11644535240040861,1=0.09908069458631251,11=0.08205652025876739,7=0.07660878447395296,12=0.0691181477698331,4=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.2661516853932585,8=0.10346441947565542,0=0.08965355805243447,9=0.0866104868913858,1=0.06952247191011238,3=0.06530898876404498,11=0.05430711610486891,7=0.05056179775280897,12=0.04588014981273404,6=0.0426029962546816,10=0.04213483146067411,5=0.0421348314606741,2=0.041666666666666616,
11=0.30524344569288403,5=0.24026217228464408,0=0.05880149812734078,9=0.054868913857677865,1=0.049063670411985005,7=0.03970037453183517,12=0.037827715355805216,10=0.03764044943820222,2=0.03651685393258425,4=0.03539325842696628,6=0.035205992509363286,3=0.03520599250936328,8=0.0342696629213483,
2=0.08322929671244284,4=0.08114856429463174,6=0.07990012484394514,3=0.07740324594257188,5=0.07698709945900965,11=0.07615480649188522,10=0.075738660008323,1=0.07532251352476078,12=0.07532251352476077,0=0.07490636704119857,8=0.07490636704119857,7=0.07449022055763636,9=0.07449022055763636,
5=0.3053248656570592,3=0.15078977365249965,4=0.13108614232209734,2=0.10959127177984039,8=0.05520273571079632,10=0.03370786516853935,11=0.03175378602833416,1=0.03126526624328286,12=0.030451066601530696,7=0.030288226673180273,9=0.03028822667318027,0=0.03012538674482984,6=0.03012538674482983,
10=0.21828297152830803,2=0.16461219592014845,6=0.14006763390422175,3=0.10232355187084115,4=0.09632377004472573,7=0.06381586124140946,11=0.041453038071342846,8=0.04134395112904984,12=0.03556234318752044,9=0.025526344496563755,0=0.02487182284280571,1=0.024544562015926686,5=0.02127195374713646,
10=0.28028600612870264,6=0.15709908069458628,7=0.08212461695607758,2=0.0708886618998978,0=0.058222676200204236,9=0.05597548518896831,1=0.052298263534218556,11=0.04841675178753826,12=0.04535240040858014,5=0.038610827374872245,8=0.03718079673135846,3=0.036976506639427906,4=0.036567926455566835,
3=0.17915106117353305,4=0.14273824386183942,9=0.11985018726591758,8=0.07261756138160631,6=0.0717852684144819,0=0.0715771951727008,5=0.06491885143570536,1=0.058884727424053276,11=0.05368289637952557,7=0.044735746982938016,12=0.04473574698293801,10=0.03807740324594261,2=0.03724511027881818,
9=0.18041733547351502,0=0.11396468699839474,1=0.09181380417335461,11=0.07255216693418928,7=0.06998394863563394,12=0.06934189406099507,6=0.05874799357945414,3=0.05746388443017645,2=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
9=0.17946317103620468,0=0.11079900124843939,1=0.10424469413233454,11=0.0755305867665417,7=0.06866416978776521,12=0.06585518102372023,6=0.05805243445692873,3=0.057428214731585416,2=0.05649188514357044,8=0.056491885143570425,10=0.05586766541822711,4=0.05555555555555545,5=0.05555555555555545,
11=0.33520599250936306,3=0.14708886618998984,4=0.10469867211440254,9=0.07797071842015664,8=0.048178413346952664,0=0.04783792986040175,1=0.041028260129383695,12=0.03677221654749742,10=0.03472931562819201,7=0.0343888321416411,6=0.03132448076268299,2=0.030473272046305733,5=0.03030303030303028,
9=0.18202247191011212,0=0.11685393258426953,1=0.08218298555377197,11=0.07447833065810583,12=0.0709470304975922,7=0.06998394863563392,6=0.05971107544141241,3=0.05778491171749586,10=0.05746388443017645,2=0.05714285714285703,4=0.05714285714285703,5=0.05714285714285703,8=0.05714285714285703,
3=0.18164794007490626,4=0.13462338743237626,9=0.12442779858510197,11=0.1038285476487724,0=0.07823553890969621,8=0.07157719517270078,1=0.05867665418227215,12=0.04910528506034124,7=0.048272992093216845,6=0.038077403245942595,2=0.03724511027881818,5=0.03724511027881818,10=0.03703703703703708,
5=0.25112359550561797,3=0.16320224719101128,8=0.13623595505617977,4=0.12556179775280896,6=0.08576779026217225,1=0.058052434456928835,7=0.05543071161048688,12=0.023595505617977516,0=0.02172284644194754,9=0.020599250936329586,2=0.019943820224719095,10=0.019475655430711607,11=0.0192883895131086,
10=0.6688420910987016,2=0.07071250756913139,5=0.05173921819282783,11=0.03781201641660498,6=0.0300746820964812,7=0.02657606136042522,12=0.026037812016416608,0=0.01830047769629282,9=0.018098634192289593,1=0.015272825136244377,8=0.012312453744196998,3=0.012177891408194844,4=0.01204332907219269,
4=0.19303370786516846,7=0.13056179775280885,8=0.1128089887640449,12=0.09235955056179775,0=0.07999999999999995,9=0.061573033707865175,1=0.057078651685393236,3=0.056404494382022476,11=0.04853932584269665,6=0.04359550561797756,2=0.04157303370786519,10=0.04157303370786519,5=0.04089887640449441,
5=0.2923551443049128,4=0.10024234412866252,7=0.08151575236836298,0=0.07887199823749713,12=0.06256884776382454,9=0.060586032165675194,1=0.05529852390394353,8=0.04912976426525658,11=0.04758757435558486,3=0.046926635822868414,6=0.04252037893809204,2=0.04230006609385322,10=0.04009693765146504,
4=0.21414408460013182,7=0.1753690240140998,8=0.1227142542410221,0=0.0678563560255562,9=0.06036571932143636,1=0.05750165234633171,3=0.053756333994271814,11=0.047146948667107225,12=0.04252037893809203,6=0.04075787618418149,2=0.03943599911874858,5=0.03921568627450976,10=0.03921568627450976,
7=0.12802179094313929,0=0.11474293496765414,9=0.09397344228804899,1=0.09124957439564176,11=0.07694926796050387,6=0.0663942798774259,12=0.06469186244467139,8=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,10=0.06060606060606056,
7=0.13108614232209745,0=0.11474293496765407,9=0.0960163432073544,1=0.08682328907048002,11=0.07184201566224033,12=0.06775621382362951,6=0.06741573033707861,8=0.061287027579162365,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,10=0.06060606060606056,
11=0.21098626716604238,4=0.2030794839783603,8=0.10153974198918013,7=0.07573866000832295,0=0.06658343736995426,9=0.05222638368705784,3=0.0476487723678735,1=0.046816479400749074,6=0.04078235538909699,12=0.040158135663753675,10=0.03974198918019146,5=0.03745318352059928,2=0.03724511027881818,
7=0.13312904324140282,0=0.11201906707524688,9=0.10180456247871976,1=0.0830779707184201,11=0.07490636704119845,6=0.0663942798774259,12=0.06503234593122229,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.14130064691862448,9=0.11814776983316308,1=0.09295199182839627,11=0.08001361933946198,7=0.07626830098740206,12=0.0667347633639768,6=0.060946544092611465,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
0=0.1365338781069119,9=0.11235955056179778,1=0.10282601293837246,11=0.0847803881511746,7=0.07320394960844394,12=0.066053796390875,2=0.06060606060606056,3=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,6=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
1=0.2765773552290403,0=0.08988764044943809,9=0.0884471333909535,11=0.06597522327859398,7=0.06367041198501863,12=0.05531547104580805,8=0.051858254105445034,3=0.05157015269374811,4=0.05157015269374811,2=0.05128205128205119,5=0.05128205128205119,6=0.05128205128205119,10=0.05128205128205119,
3=0.20149812734082398,4=0.14925093632958794,8=0.11048689138576778,7=0.08220973782771525,0=0.07471910112359544,5=0.07191011235955051,9=0.06348314606741569,1=0.05393258426966288,11=0.04400749063670411,12=0.04044943820224716,2=0.03745318352059924,6=0.035767790262172264,10=0.03483146067415729,
2=0.5294072065091052,10=0.1453700116234018,4=0.05199535063928709,5=0.05137543587756684,8=0.04959318093762108,0=0.03153816350251841,1=0.02549399457574586,9=0.024564122433165456,3=0.02363425029058507,11=0.019062378922898124,7=0.01790003874467263,12=0.016195273149941906,6=0.013870592793490915,
11=0.3468020743301643,0=0.08621434745030243,7=0.0838375108038028,9=0.060501296456352584,5=0.05877268798617107,1=0.05207433016421775,3=0.05164217804667238,8=0.0458081244598098,12=0.04580812445980979,4=0.045592048401037116,10=0.042566983578219475,6=0.04148660328435604,2=0.038893690579083796,
12=0.12515605493133589,0=0.11704119850187263,9=0.10455680399500614,1=0.09300873907615471,11=0.078027465667915,7=0.0708489388264668,4=0.06273408239700365,2=0.05930087390761538,6=0.05930087390761538,5=0.05867665418227205,3=0.05774032459425707,10=0.057428214731585416,8=0.056179775280898764,
11=0.14959871589085053,0=0.12584269662921332,9=0.09823434991974304,1=0.08956661316211864,7=0.0754414125200641,12=0.06067415730337067,4=0.05778491171749587,2=0.05714285714285703,3=0.05714285714285703,5=0.05714285714285703,6=0.05714285714285703,8=0.05714285714285703,10=0.05714285714285703,
5=0.427156732051038,8=0.11216911064559121,12=0.06379737192915626,6=0.053704056370215136,3=0.04551513997333836,4=0.04532470005713191,2=0.041135021900590304,10=0.03884974290611308,1=0.03466006474957146,9=0.03466006474957146,7=0.03446962483336501,0=0.03427918491715858,11=0.03427918491715858,
10=0.48559119753158303,8=0.11864702800256174,2=0.09512720498340813,12=0.0877335972521396,5=0.059090644466437706,7=0.03417360423822556,6=0.030214822145892807,11=0.020201432147639305,0=0.014961867613669463,3=0.013739302555743167,9=0.013622867788321611,1=0.013622867788321606,4=0.013273563486056952,
11=0.10570120682480216,10=0.0786516853932585,3=0.07449022055763636,6=0.07449022055763636,0=0.07407407407407415,1=0.07407407407407415,2=0.07407407407407415,4=0.07407407407407415,5=0.07407407407407415,7=0.07407407407407415,8=0.07407407407407415,9=0.07407407407407415,12=0.07407407407407415,
4=0.43900481540930936,11=0.07929373996789717,8=0.06661316211878002,5=0.06356340288924553,0=0.05762439807383622,9=0.05489566613162114,1=0.043338683788121946,3=0.037399678972712624,7=0.036276083467094655,12=0.03451043338683783,10=0.029373996789727068,2=0.029052969502407645,6=0.029052969502407645,
2=0.5399705286424757,10=0.1684472278504328,5=0.06806041628292503,0=0.03748388285135383,9=0.031589611346472646,1=0.027997789648185667,11=0.022379812120095786,7=0.020077362313501566,12=0.017959108491434894,3=0.016577638607478372,4=0.0164855406152146,6=0.0164855406152146,8=0.0164855406152146,
0=0.13993871297242091,9=0.1164453524004086,1=0.09431392577459988,11=0.08409942117807281,7=0.07524685052774935,12=0.06469186244467139,6=0.061287027579162365,3=0.060946544092611465,2=0.06060606060606056,4=0.06060606060606056,5=0.06060606060606056,8=0.06060606060606056,10=0.06060606060606056,
4=0.29809676679660635,8=0.09837193304288001,0=0.08759458839715661,9=0.07911029580371474,1=0.06581059390048154,11=0.05984865856454938,3=0.052052281586792024,7=0.05090575556065122,12=0.04471451501949097,2=0.04104563173584044,5=0.04081632653061228,6=0.04081632653061228,10=0.04081632653061228,
4=0.2566834560247964,11=0.2373111197210385,1=0.1034482758620692,8=0.07845796203022086,3=0.044168926772568784,10=0.03758233242929095,12=0.03487020534676478,0=0.034676481983727206,6=0.0346764819837272,7=0.0346764819837272,2=0.03448275862068962,5=0.03448275862068962,9=0.03448275862068962,
5=0.5227482040891509,11=0.06262663473936272,2=0.05175907165223797,10=0.04973291582243506,6=0.04954871983790753,7=0.033155277214956744,3=0.03315527721495674,4=0.0329710812304292,8=0.0329710812304292,12=0.0329710812304292,0=0.03278688524590167,1=0.03278688524590167,9=0.03278688524590167,
10=0.4660580524344569,8=0.10435393258426962,7=0.05912921348314606,3=0.05566479400749061,5=0.05543071161048688,2=0.050561797752809,6=0.04424157303370786,11=0.038155430711610504,1=0.03515917602996256,12=0.03366104868913856,4=0.029681647940074884,0=0.015215355805243434,9=0.012687265917602988,
6=0.19625468164793974,7=0.15930087390761527,12=0.12459425717852672,9=0.06591760299625464,0=0.06242197253433202,1=0.0601747815230961,11=0.056928838951310796,10=0.04868913857677897,5=0.046441947565543,8=0.045443196004993705,3=0.04494382022471904,2=0.04444444444444438,4=0.04444444444444438,
5=0.2623803578859761,6=0.1496046608406159,7=0.13628797336662507,9=0.05763628797336664,0=0.05659592176446109,1=0.04848106533499793,11=0.0476487723678735,12=0.04515189346650023,10=0.04223886808156474,2=0.0411985018726592,8=0.03849354972950482,4=0.03724511027881818,3=0.03703703703703708,
6=0.21134296415195264,1=0.12466559657570882,7=0.11021936864633476,9=0.0700909577314071,0=0.06875334403424285,11=0.06179775280898871,12=0.05831995719636161,10=0.052701979668271726,5=0.05029427501337607,8=0.04868913857677897,4=0.0478865703584804,2=0.04761904761904755,3=0.04761904761904755,
8=0.24365971107544135,7=0.13547351524879597,6=0.10786516853932572,12=0.08170144462279283,4=0.06500802568218292,0=0.061476725521669266,1=0.06019261637239159,3=0.05377207062600315,9=0.05361155698234343,11=0.04333868378812192,10=0.032905296950240706,5=0.03178170144462274,2=0.02921348314606737,
7=0.21829855537720713,1=0.09737827715355797,0=0.09711075441412509,9=0.08346709470304964,12=0.08132691278758687,11=0.06741573033707855,6=0.05537720706260026,8=0.052434456928838885,3=0.050026752273943216,5=0.050026752273943216,10=0.049759229534510376,4=0.048956661316211805,2=0.0484216158373461,
7=0.19302794583693428,0=0.1063094209161624,9=0.09795447997695178,12=0.086718524920772,1=0.07577067127628918,11=0.06655142610198782,6=0.06050129645635255,5=0.05329876116392963,8=0.053010659752232694,10=0.053010659752232694,2=0.05128205128205119,3=0.05128205128205119,4=0.05128205128205119,
5=0.2403441011235955,1=0.17047050561797752,8=0.08900983146067416,2=0.07672050561797752,7=0.07338483146067416,0=0.055828651685393256,9=0.05056179775280899,10=0.04810393258426966,11=0.04108146067415731,4=0.040554775280898875,3=0.03879915730337079,12=0.03774578651685393,6=0.03739466292134831,
7=0.19775280898876402,11=0.12415730337078647,0=0.09662921348314608,9=0.0848314606741573,1=0.07471910112359546,12=0.059550561797752755,6=0.05505617977528085,10=0.05393258426966288,8=0.05252808988764038,5=0.05056179775280891,4=0.05028089887640441,2=0.04999999999999991,3=0.04999999999999991,
7=0.19603784742755756,0=0.1129509166173861,9=0.09934949733885273,1=0.07983441750443518,11=0.06623299822590178,12=0.061797752808988735,6=0.06061502069781191,8=0.05588409225310465,10=0.055884092253104645,5=0.05322294500295684,4=0.052927261975162634,2=0.05263157894736843,3=0.05263157894736843,
7=0.11685393258426963,0=0.11376404494382024,2=0.09691011235955055,10=0.09550561797752805,9=0.0921348314606742,1=0.08117977528089884,5=0.06938202247191012,11=0.06432584269662917,12=0.06235955056179772,6=0.05589887640449433,4=0.05084269662921341,3=0.05056179775280891,8=0.05028089887640441,
7=0.12359550561797755,0=0.11812936532037652,9=0.09626480412997263,1=0.08988764044943816,3=0.07379289401761309,4=0.0728818706346796,11=0.07105982386881263,8=0.06954145156392347,12=0.06589735803218952,6=0.05617977528089887,2=0.05435772851503187,5=0.054357728515031865,10=0.05405405405405404,
8=0.13917262512768122,11=0.11159346271705818,7=0.10674157303370785,0=0.10035750766087853,9=0.0829928498467825,4=0.0758426966292135,3=0.07482124616956083,1=0.06894790602655779,12=0.052349336057201254,6=0.04902962206332993,5=0.04647599591419815,10=0.04622063329928497,2=0.04545454545454543,
1=0.23181549379065625,8=0.1401537551744529,4=0.0730337078651685,3=0.07007687758722647,9=0.05470136014192785,7=0.05470136014192784,11=0.05470136014192784,6=0.05440567711413366,2=0.05351862803075104,12=0.05351862803075104,10=0.05322294500295684,0=0.05322294500295682,5=0.052927261975162634,
6=0.1763909570867742,3=0.1560850142141601,8=0.13550832543657773,4=0.11384865303912277,12=0.07689183701096522,11=0.06904020576688776,5=0.05929335318803299,9=0.05834574252064435,0=0.03749830783809394,1=0.033166373358602945,7=0.03194801678624609,10=0.025991606876946,2=0.025991606876945995,
10=0.3808558973414379,2=0.17369681340946772,12=0.11665745686744029,5=0.06759992632160616,3=0.06274943206238104,6=0.05360103149751334,8=0.03640940627494319,11=0.02339289003499725,7=0.02099834223613927,9=0.02026155829802912,0=0.015840854669368222,1=0.014244489470129563,4=0.013691901516546952,
